	time	id	sentiment	topic	like	text
369	Tue Nov 30 23:57:15 +0000 2021	1.46583e+18	+	CP	0	A great update on the current status of affair with the whole mask clusterfuck situation https://t.co/YQtN3ivkh3 #N95 #FP7 #KN95 #Omicron
374	Tue Nov 30 23:59:01 +0000 2021	1.46583e+18	+	CV	0	High compliance with vaccination requirement for BC Public Service https://t.co/PrXoPleRWy via @Indo-Canadian Voice https://t.co/1PkuqmNgNf
380	Tue Nov 30 23:55:40 +0000 2021	1.46583e+18	+	CV	9	My child very bravely got their covid shot today at 6 years old. And their first response was “that wasn’t so bad. Dad told me to run away from the shot” 👀 … what
395	Tue Nov 30 23:56:48 +0000 2021	1.46583e+18	+	CV	5	Just got my pfizer booster.   LETS FUCKING GOOOOOOOO!! https://t.co/owJ2AMJIqa
401	Tue Nov 30 23:57:03 +0000 2021	1.46583e+18	+	CY	9	Covid has ruined peoples lives. And taken them. Be KIND. STOP pointing fingers. It’s a VIRUS. A horrible horrible thing. That’s real. And dangerous. And we can do all we can to help those around us. But STOP BEING HATEFUL TO PEOPLE WHO DONT WANT THE VACCINE.
403	Tue Nov 30 23:58:22 +0000 2021	1.46583e+18	+	CV	3	@cispt2 Welcome to the triple-Pfizer club!
430	Tue Nov 30 23:55:47 +0000 2021	1.46583e+18	+	PL	0	"☆ ── friday, november 19th!   ↳ got my second vaccination done!  ↳ watched along came a spider (2001)  ☆ ── sat, november 20th!   ↳ forgot what i did all day, soz  ☆ ── sun, november 21st!   ↳ played mario kart 8 deluxe  ↳ played mario party  ↳ played minecraft"
439	Tue Nov 30 23:55:58 +0000 2021	1.46583e+18	+	CP	1	@tahirafaunealfo Glad to hear she is COVID negative. Sending lots of positive vibes her (and your) way.
443	Tue Nov 30 23:56:29 +0000 2021	1.46583e+18	+	CV	2	#FJB Workers affected by the health care mandate were to receive their first dose of the COVID-19 vaccine by next Monday. https://t.co/vay2NVLUR9
462	Tue Nov 30 23:56:44 +0000 2021	1.46583e+18	+	PL	7	Did my first at home Covid test today. Negative. Boy is also negative. Continuing the streak of not getting Covid (as far as we know)
486	Tue Nov 30 23:58:19 +0000 2021	1.46583e+18	+	PL	1	@zzyzyvasmay @cryptotweakin @QuincysKingdom @BostonBedelia @ashishkjha I'm immunocompromised and have 3 shots Moderna and mask up!
497	Tue Nov 30 23:55:03 +0000 2021	1.46583e+18	+	CV	0	https://t.co/5Zw9KaX5hI FDA Advisory Committee Narrowly Votes To Approve Merck's COVID 'Miracle Drug'
0	Sun Nov 28 23:59:58 +0000 2021	1.46511e+18	/	CV	2	"If you've had covid, we're you vaxxed?"
1	Sun Nov 28 23:59:58 +0000 2021	1.46511e+18	/	CV	19	How did we just normalize and created a right for anyone to demand and receive private information about the health and vaccination status of an individual? They even have GDPR rules in EU.
5	Sun Nov 28 23:59:55 +0000 2021	1.46511e+18	/	CY	6	"YIMBY, NIMBY, urbanism, housing density is probably about as interesting a conflict to me as covid. In that I find it really tiresome as part of the political war zones today"
6	Sun Nov 28 23:59:55 +0000 2021	1.46511e+18	/	CL	0	"@Charlie29472312 @JusticethenLove @LewisGrover @mckenziesgold1 @TomiLahren It looks like you shared a cached AMP link. These should load faster, but AMP is controversial because of concerns over privacy and the Open Web: https://t.co/URCQjCtc4C Maybe check out the uncached page instead: https://t.co/7DniN6wgyq"
7	Sun Nov 28 23:59:55 +0000 2021	1.46511e+18	/	CY	0	"like i barely understood anything they were saying, i only realized COVID was a thing in the show when julien said she wasn’t in the imagine video 😭😭"
13	Sun Nov 28 23:59:51 +0000 2021	1.46511e+18	/	CS	0	@scam661 @Davein2d @LWinB @30ACTruth @atrupar Definitely not safe https://t.co/9Fii4vgC1g
14	Sun Nov 28 23:59:51 +0000 2021	1.46511e+18	/	CV	3	@SamuelHillNZ I will vote on vax mandates and covid passports
29	Sun Nov 28 23:59:46 +0000 2021	1.46511e+18	/	CV	19	@GillianMcKeith I had the Pfizer jab and every time I see a tweet by mckeith it looks like bollocks
30	Sun Nov 28 23:59:45 +0000 2021	1.46511e+18	/	CY	0	"Ted Cruz and Donald Trump Jr. taunt the WHO for skipping 'Xi' to name the new coronavirus variant 'Omicron'  If Ted Cruz and Don Jr were to say that some stock was a disaster, I'd buy it in an instant.  They are reliable indicators of douchebaggery or the absence thereof."
40	Sun Nov 28 23:59:42 +0000 2021	1.46511e+18	/	CT	12	China says zero-Covid policy will protect it against Omicron variant https://t.co/ZWhthngy6Q
41	Sun Nov 28 23:59:42 +0000 2021	1.46511e+18	/	CR	0	Covid-19 Australia: Omicron variant throws Australia’s international and state borders into chaos https://t.co/XDnIs5TtBj
43	Sun Nov 28 23:59:41 +0000 2021	1.46511e+18	/	CV	0	"@Tat_Loo @alangibbs301 @caffeine_addict 2. The stats I refer to are, in fact, much more representative than what you have provided. Your stats are mostly of an excessively general / uncontrolled nature, or are excessively cherry-picked (e.g. NI 50+). I refer directly to breakdown by vaccination cohort."
44	Sun Nov 28 23:59:40 +0000 2021	1.46511e+18	/	CS	0	"@JackNorton8064 No, they’ve got Covid"
46	Sun Nov 28 23:59:40 +0000 2021	1.46511e+18	/	CV	0	Covid vaccine: Woman who died was 'wrongly diagnosed' #NewsBreak https://t.co/wfu9zsOLqs
48	Sun Nov 28 23:59:39 +0000 2021	1.46511e+18	/	CS	0	Umm. Except Sweden.   COVID-19 infections break pandemic records across Europe as fourth wave continues to wreak havoc  https://t.co/AP7kJBiRgk via @ABCaustralia
49	Sun Nov 28 23:59:39 +0000 2021	1.46511e+18	/	CY	0	"Faced with rising competition from startups, higher expectations from consumers and the increased digital demands of COVID-19, banks are speeding up a monumental shift of operations to the #cloud from legacy #computer systems. #CloudComputing #tech https://t.co/cyflVk7psB"
55	Sun Nov 28 23:59:34 +0000 2021	1.46511e+18	/	CV	1	Join me in supporting this important cause at iPetitions. Northern Ireland Says No To Covid Passports https://t.co/9VCrmVCJus via @ipetitions
58	Sun Nov 28 23:59:34 +0000 2021	1.46511e+18	/	CY	15	@WDMunn @soledadobrien @maggieNYT @nytimes Follow @DrEricDing instead of @maggieNYT if you want to know what's going on with COVID.
59	Sun Nov 28 23:59:34 +0000 2021	1.46511e+18	/	CP	0	"@callum5690 @ericjem7 @CNN Certain masks work for certain things. Putting a woman’s pad across your face or a bucket on your head isn’t going to work like the beginning of Covid. Cloth masks aren’t going to work. If the vaccine works, why are the majority of cases lately people with vaccinated status?"
61	Sun Nov 28 23:59:32 +0000 2021	1.46511e+18	/	CP	0	A global agreement to strengthen pandemic prevention and responses is expected to be ready in May 2024 https://t.co/mWXcyKraRf #UAE #Dubai #DXB
65	Sun Nov 28 23:59:30 +0000 2021	1.46511e+18	/	CS	1	"#COVID19 danger now facing Solomon Islands - of intervention nations involved, Solomon Islands second lowest vaccination rate while Australia, Fiji &amp; PNG have had higher cases cases of Covid. @FT  https://t.co/fHW02sjYDA https://t.co/YPYnaI6fBI"
66	Sun Nov 28 23:59:29 +0000 2021	1.46511e+18	/	CS	2	More vaccine deaths and injuries reported in 10 months following COVID-19 shots compared to all other vaccines over the past 30 years https://t.co/xRdW2KvwPo
68	Sun Nov 28 23:59:29 +0000 2021	1.46511e+18	/	CR	0	#US will restrict travel from #SouthAfrica and seven other southern African countries to try to contain a new coronavirus variant spreading there. https://t.co/TWtlqdu9Gq
69	Sun Nov 28 23:59:28 +0000 2021	1.46511e+18	/	CS	5	Today's Covid-19 numbers will come around 1pm in a written statement. All you need to know will be here:   https://t.co/fbX10LoMCh
74	Sun Nov 28 23:59:26 +0000 2021	1.46511e+18	/	CV	2	@keepsmiling5942 @therealballsy Seems lots of answers is due to vaccination protocols
75	Sun Nov 28 23:59:25 +0000 2021	1.46511e+18	/	CV	0	@mvankerkhove @oxfamcampaigns @WHO @DrTedros @DrMikeRyan Vaccination for all for all
85	Sun Nov 28 23:59:23 +0000 2021	1.46511e+18	/	CR	1	"@JennaEllisEsq This is not about the COVID travel ban. That hadn’t even happened on 2/1/20. This was about Trump’s immigration ban. But by all means, do what you do Jenna."
87	Sun Nov 28 23:59:22 +0000 2021	1.46511e+18	/	CR	233	We need a diverse team led by a person with public health expertise to manage a better US COVID response https://t.co/Kn4Ho8vQfZ
99	Sun Nov 28 23:59:19 +0000 2021	1.46511e+18	/	CR	0	New Covid variant: Will new measures against Omicron work? - BBC News https://t.co/sGPTLkD89P https://t.co/tMtV5gYSGD
101	Sun Nov 28 23:59:18 +0000 2021	1.46511e+18	/	CV	3	"@CDCgov Please remind me again what percentage of CDC, NIH, FDA, Moderna, Pfizer and J&amp;J employees and their children are vaccinated, especially those with natural immunity?"
103	Sun Nov 28 23:59:17 +0000 2021	1.46511e+18	/	CR	0	Covid: Travel and mask rules tightened over Omicron variant - BBC News https://t.co/N0iZOBwCYm https://t.co/ENU422lLR9
108	Sun Nov 28 23:59:15 +0000 2021	1.46511e+18	/	CT	1	TORONTO (AP) — Canada confirms country’s first two cases of omicron COVID-19 variant among two people who had recently visited Nigeria.
110	Sun Nov 28 23:59:15 +0000 2021	1.46511e+18	/	CY	0	"With #Covid #studies, the quality of the evidence matters https://t.co/90MqiC385Q"
111	Sun Nov 28 23:59:14 +0000 2021	1.46511e+18	/	CP	0	@HeckofaLiberal @ScreetonC @WorkingDruid A 2019 study on influenza pandemic. Unlike  this 2020 one on COVID and Masks. Heck there are even counter points to be made but you'd have to read the article to find them | WHO Reference Number: WHO/2019-nCoV/IPC_Masks/2020.5 https://t.co/7NtjlEbwBW
122	Sun Nov 28 23:59:11 +0000 2021	1.46511e+18	/	CL	2	"Trump says he 'wanted Biden to be successful' tackling COVID-19, blasts performance - Business Insider  How is that 1mbecile still talking without eveyone cracking up laughing? He is a carricature of an incompetent trustfund baby mor0n…. https://t.co/JVQKkouCjY"
124	Sun Nov 28 23:59:11 +0000 2021	1.46511e+18	/	PL	2	Whose lost more of your respect since CoVid
134	Sun Nov 28 23:59:07 +0000 2021	1.46511e+18	/	CV	5	"MUST READ: Poor countries face issues of vaccine access, delivery logistics &amp; widespread hesitancy, esp the Pacific. Unless everyone receives protection, COVID will spread &amp; mutate. COVID isn’t over for anyone until it is over for everyone. #EndCOVIDForAll https://t.co/GL8ALaF4oG"
135	Sun Nov 28 23:59:07 +0000 2021	1.46511e+18	/	CV	0	"@GerladBarbarian @milehihappy @Marie38788117 @ryanciminski ""...which may cause adverse pathological events. Thus, it is important to consider the possibility that the SARS-CoV-2 spike protein produced by the new COVID-19 vaccines triggers cell signaling events that promote PAH, other cardiovascular complications, and/or..."""
136	Sun Nov 28 23:59:07 +0000 2021	1.46511e+18	/	CV	2	@SpadermanXX @BrexitBuster Actually - research into coronavirus vaccines has been going on for at least 18 years with the emergence of SARS. I know that’s a big number- it’s almost all your fingers &amp; toes!  So I can understand why that feels like they are experimental!
137	Sun Nov 28 23:59:06 +0000 2021	1.46511e+18	/	CV	0	Euthanasia: German Group Requires Full Vaccination before Death | National Review https://t.co/wfgOFT2mZq
138	Sun Nov 28 23:59:06 +0000 2021	1.46511e+18	/	CS	0	@BenKoller @YouTube I hope to see Converge in Brazil...covid is controlled 🙏🏻.
139	Sun Nov 28 23:59:06 +0000 2021	1.46511e+18	/	CV	0	"@Ally_Tanner Hi Alice, we're sorry to hear you're experiencing difficulties with linking your proof of vaccination with your Service NSW app. Are you getting a specific error message when doing so?"
140	Sun Nov 28 23:59:05 +0000 2021	1.46511e+18	/	CL	3	"Coronavirus pandemic offers many political opportunities that Madrid will  certainly seize. This is what they do!   The Inquisition never ended. Literally. And, I am not joking when I say that. It is tragically true. https://t.co/cezeVuvHN4"
141	Sun Nov 28 23:59:05 +0000 2021	1.46511e+18	/	CS	0	Britain’s public body advising the NHS announced that people with mild depression in England should be offered therapy before medication. On our “Babbage” podcast we explore the development of cognitive behavioural therapy by the late Aaron Beck https://t.co/lhymKdDZyl https://t.co/UmACOPxtZ6
143	Sun Nov 28 23:59:04 +0000 2021	1.46511e+18	/	CT	0	'Absolute body blow': Travel industry left reeling from new COVID-19 variant - 6PR https://t.co/MUlRzyh9U0
145	Sun Nov 28 23:59:04 +0000 2021	1.46511e+18	/	CV	0	These are BS games being played by the Manufacturer’s of Moderna… these vaccines should be available to everyone around the world!! “ALL” Lives matter!!! https://t.co/3Qdw9w7ZB9
147	Sun Nov 28 23:59:03 +0000 2021	1.46511e+18	/	CL	2	When is the Biden’s admin suppose to start his plan to get rid of COVID ? @POTUS  I clearly remember him saying trump didn’t have a plan ans he did . Death tolls already eclipsing last year when we didn’t barely achieve a vaccine. These vaccine don’t work . We need #COVAXIN
148	Sun Nov 28 23:59:03 +0000 2021	1.46511e+18	/	CV	0	what short films should i watch while i wait at vaccination site https://t.co/3onaYNUX0h
149	Sun Nov 28 23:59:03 +0000 2021	1.46511e+18	/	CS	2	"LIVE: 8,774 New Covid Cases Recorded In India, 621 Related Fatalities https://t.co/a3AwiHAwW2 https://t.co/7F0EVzyHmX"
150	Sun Nov 28 23:59:03 +0000 2021	1.46511e+18	/	CT	0	Two cases of COVID-19 Omicron variant reported in Canada - New York Post https://t.co/D0u3yKiyj3
151	Sun Nov 28 23:59:03 +0000 2021	1.46511e+18	/	CS	0	South Africa dont have a COVID problem https://t.co/UXPwNvcZRK
152	Sun Nov 28 23:59:02 +0000 2021	1.46511e+18	/	CY	0	Sixers' Joel Embiid on bout with COVID-19: 'I really thought I wasn't going to make it' https://t.co/KVVlifpXZE
153	Sun Nov 28 23:59:02 +0000 2021	1.46511e+18	/	CS	0	Today’s coronavirus news: Canada confirms first two cases of Omicron variant; Ontario sees highest daily case count in nearly six months https://t.co/o4OyNEdbv2 via @torontostar
154	Sun Nov 28 23:59:02 +0000 2021	1.46511e+18	/	CP	0	Study questions efficacy of homoeopathy medicine given to prevent COVID - The New Indian Express https://t.co/ov0CNeo6v4
155	Sun Nov 28 23:59:02 +0000 2021	1.46511e+18	/	CV	15	Weird how the hospitals of full of people sick with COVID but no one is sick with the vaccine. https://t.co/wVmJPFaXZL
156	Sun Nov 28 23:59:01 +0000 2021	1.46511e+18	/	CS	51	Me and the homies at the COVID internment camp https://t.co/YWTkHhn1sZ
157	Sun Nov 28 23:59:01 +0000 2021	1.46511e+18	/	CT	0	ISRAEL reinstates the role of its internal security service in SURVEILING the CELLPHONES of PEOPLE confirmed to be carrying the variant... https://t.co/mvtQhX3OWb
158	Sun Nov 28 23:59:00 +0000 2021	1.46511e+18	/	CL	2	"@tarmacmolly Dictatorship takes many forms.We never voted for this con job junta,we were victims of a covid coup against the backdrop of manufactured fear."
162	Sun Nov 28 23:58:59 +0000 2021	1.46511e+18	/	CV	0	Alan Kohler: We need a vaccine against confusion and stupidity https://t.co/8rEU0H47wW
163	Sun Nov 28 23:58:59 +0000 2021	1.46511e+18	/	CT	1	Canada reports first 2 cases of omicron COVID-19 variant in Ottawa                                                            Damn!!! https://t.co/S4QZM4CjBP
164	Sun Nov 28 23:58:59 +0000 2021	1.46511e+18	/	CL	2	@MeanTweets4Ever @Mayor_Steinberg @katie4council Covid is the best thing that happen to authoritarian governments.
168	Sun Nov 28 23:58:56 +0000 2021	1.46511e+18	/	CT	4	"Omicron ‘mild’ so far, experts say, but WHO urges caution https://t.co/qdxKpcRsQe #COVID19"
